PO_Number,Vendor_No,Unit_Price,Order_Date,Received_Date,Qty_Ordered,Qty_Received,Base_Unit_Price,Product_Code,Ordered_Value,Currency,Part_No
700007,MANU456,77.39,2017-11-01,2017-11-14,10,10,77.39,MATS,1740.91,,FNEWiEnt60CH
700004,MANU456,50.58,2017-11-01,2017-11-14,10,10,50.58,MATS,3863.4,,FNEWiEnt36CH
700007,MANU456,59.77,2017-11-01,2017-11-14,3,3,59.77,MATS,1740.91,,FNEWiEnt72CH
700010,MANU123,31.89,2017-11-02,2017-11-07,10,10,41.46,MATS,8107.67,USD,111DeePol27ER
700010,MANU123,38.24,2017-11-02,2017-11-07,10,10,49.71,MATS,8107.67,USD,111LowPVC25EV
700010,MANU123,20.84,2017-11-02,2017-11-07,15,15,27.09,MATS,8107.67,USD,111DeePol27ER
700010,MANU123,44.77,2017-11-02,2017-11-07,5,5,58.2,MATS,8107.67,USD,111DeePol27LR
700010,MANU123,17.87,2017-11-02,2017-11-07,5,5,23.23,MATS,8107.67,USD,114BlPVCLLBV
700010,MANU123,13.21,2017-11-02,2017-11-07,50,50,17.17,MATS,8107.67,USD,121HFPol009R
700010,MANU123,29.62,2017-11-02,2017-11-07,5,5,38.51,MATS,8107.67,USD,121HFPol19ER
700010,MANU123,39.42,2017-11-02,2017-11-07,4,4,51.25,MATS,8107.67,USD,121HarPol19ER
700010,MANU123,49.19,2017-11-02,2017-11-07,4,4,63.95,MATS,8107.67,USD,121HFPol0ERA
700010,MANU123,18.78,2017-11-02,2017-11-07,30,30,24.41,MATS,8107.67,USD,121HarPol19ER
700010,MANU123,37.08,2017-11-02,2017-11-07,1,1,48.2,MATS,8107.67,USD,123HarPol19ER
700010,MANU123,16.2,2017-11-02,2017-11-07,15,15,21.06,MATS,8107.67,USD,123BlPVCHLBV
700010,MANU123,12.23,2017-11-02,2017-11-07,70,70,15.9,MATS,8107.67,USD,311AntPVC26EV
700010,MANU123,23.52,2017-11-02,2017-11-07,10,10,30.58,MATS,8107.67,USD,313AntPVC26LV
700010,MANU123,20.05,2017-11-02,2017-11-07,15,15,26.07,MATS,8107.67,USD,319AntPVC26LV
700010,MANU123,14.98,2017-11-02,2017-11-07,10,10,19.47,MATS,8107.67,USD,FCAAntAnt4XBK
700010,MANU123,14.98,2017-11-02,2017-11-07,5,5,19.47,MATS,8107.67,USD,FCAAnAnt32BK
700010,MANU123,19.4,2017-11-02,2017-11-07,15,15,25.22,MATS,8107.67,USD,FCASyAnt35BK
700010,MANU123,19.4,2017-11-02,2017-11-07,15,15,25.22,MATS,8107.67,USD,FCASyAnt35BK
700010,MANU123,31.35,2017-11-02,2017-11-07,5,5,40.76,MATS,8107.67,USD,FCVFaTem624A
700010,MANU123,19.58,2017-11-02,2017-11-07,15,15,25.45,PRES,8107.67,USD,FDCAdvEnt36CH
700010,MANU123,32.11,2017-11-02,2017-11-07,15,15,41.74,PRES,8107.67,USD,FDCAdvEnt60CH
700010,MANU123,58.14,2017-11-02,2017-11-07,10,10,75.58,PRES,8107.67,USD,FDCAdvEnt72CH
700010,MANU123,9.42,2017-11-02,2017-11-07,10,10,12.25,MATS,8107.67,USD,FPDAntDes22RA
700010,MANU123,3.69,2017-11-02,2017-11-07,60,60,4.8,DESK,8107.67,USD,FPRPreEnt60CH
700010,MANU123,33.38,2017-11-02,2017-11-07,1,1,43.39,MATS,8107.67,USD,FICInAnt660B
700010,MANU123,96.84,2017-11-02,2017-11-07,2,2,125.89,MATS,8107.67,USD,FMTPrEnt432B
700013,MANU456,77.39,2017-11-06,2017-11-27,4,4,77.39,MATS,2911.66,,FNEWiEnt60CH
700013,MANU456,33.08,2017-11-06,2017-11-27,5,5,33.08,MATS,2911.66,,FMTPrEnt672B
700018,MANU123,34.54,2017-11-08,2017-11-16,15,15,44.9,MATS,11017.39,USD,111MedPol23LR
700018,MANU123,31.89,2017-11-08,2017-11-16,10,10,41.46,MATS,11017.39,USD,111DeePol27ER
700018,MANU123,40.38,2017-11-08,2017-11-16,5,5,52.49,MATS,11017.39,USD,111DeePol27LR
700018,MANU123,38.24,2017-11-08,2017-11-16,10,10,49.71,MATS,11017.39,USD,111LowPVC25EV
700018,MANU123,20.84,2017-11-08,2017-11-16,25,25,27.09,MATS,11017.39,USD,111DeePol27ER
700018,MANU123,42.8,2017-11-08,2017-11-16,5,5,55.64,MATS,11017.39,USD,112MedPol23ER
700018,MANU123,17.87,2017-11-08,2017-11-16,10,10,23.23,MATS,11017.39,USD,114BlPVCLLBV
700018,MANU123,24.18,2017-11-08,2017-11-16,10,10,31.43,MATS,11017.39,USD,118DeePol27ER
700018,MANU123,27.65,2017-11-08,2017-11-16,10,10,35.95,MATS,11017.39,USD,119LowPVC25LV
700018,MANU123,13.21,2017-11-08,2017-11-16,25,25,17.17,MATS,11017.39,USD,121HFPol009R
700018,MANU123,29.62,2017-11-08,2017-11-16,10,10,38.51,MATS,11017.39,USD,121HFPol19ER
700018,MANU123,39.42,2017-11-08,2017-11-16,2,2,51.25,MATS,11017.39,USD,121HarPol19ER
700018,MANU123,49.19,2017-11-08,2017-11-16,3,3,63.95,MATS,11017.39,USD,121HFPol0ERA
700018,MANU123,33.07,2017-11-08,2017-11-16,15,15,42.99,MATS,11017.39,USD,121HarPVC20EV
700018,MANU123,18.78,2017-11-08,2017-11-16,20,20,24.41,MATS,11017.39,USD,121HarPol19ER
700018,MANU123,69.25,2017-11-08,2017-11-16,4,4,90.03,MATS,11017.39,USD,121HarPol19ER
700018,MANU123,37.08,2017-11-08,2017-11-16,2,2,48.2,MATS,11017.39,USD,123HarPol19ER
700018,MANU123,16.2,2017-11-08,2017-11-16,15,15,21.06,MATS,11017.39,USD,123BlPVCHLBV
700018,MANU123,21.32,2017-11-08,2017-11-16,5,5,27.72,MATS,11017.39,USD,129HarPVC20LV
700018,MANU123,12.23,2017-11-08,2017-11-16,40,40,15.9,MATS,11017.39,USD,311AntPVC26EV
700018,MANU123,23.52,2017-11-08,2017-11-16,10,10,30.58,MATS,11017.39,USD,313AntPVC26LV
700018,MANU123,20.05,2017-11-08,2017-11-16,10,10,26.07,MATS,11017.39,USD,319AntPVC26LV
700018,MANU123,16.75,2017-11-08,2017-11-16,10,10,21.78,MATS,11017.39,USD,ECORecRec48EP
700018,MANU123,19.68,2017-11-08,2017-11-16,10,10,25.58,MATS,11017.39,USD,ECORecRec51EP
700018,MANU123,27,2017-11-08,2017-11-16,10,10,35.1,MATS,11017.39,USD,ECORecRec60EP
700018,MANU123,30.35,2017-11-08,2017-11-16,15,15,39.46,MATS,11017.39,USD,ECOEvRec51EP
700018,MANU123,14.98,2017-11-08,2017-11-16,15,15,19.47,MATS,11017.39,USD,FCAAntAnt4XBK
700018,MANU123,14.98,2017-11-08,2017-11-16,10,10,19.47,MATS,11017.39,USD,FCAAnAnt32BK
700018,MANU123,19.4,2017-11-08,2017-11-16,10,10,25.22,MATS,11017.39,USD,FCASyAnt35BK
700018,MANU123,19.4,2017-11-08,2017-11-16,5,5,25.22,MATS,11017.39,USD,FCASyAnt35BK
700018,MANU123,31.35,2017-11-08,2017-11-16,10,10,40.76,MATS,11017.39,USD,FCVFaTem624A
700018,MANU123,19.58,2017-11-08,2017-11-16,5,5,25.45,PRES,11017.39,USD,FDCAdvEnt36CH
700020,MANU123,18.32,2017-11-08,2017-11-16,5,5,23.82,MATS,229.55,USD,FPDCrDes24CV
700020,MANU123,27.59,2017-11-08,2017-11-16,5,5,35.87,MATS,229.55,USD,FPD19Des924P
700018,MANU123,3.2,2017-11-08,2017-11-16,30,30,4.16,DESK,11017.39,USD,FPD19Des924P
700018,MANU123,3.69,2017-11-08,2017-11-16,30,30,4.8,DESK,11017.39,USD,FPRPreEnt60CH
700018,MANU123,6.65,2017-11-08,2017-11-16,60,60,8.65,DESK,11017.39,USD,M124Pol25ER
700018,MANU123,96.84,2017-11-08,2017-11-16,3,3,125.89,MATS,11017.39,USD,FMTPrEnt432B
700018,MANU123,61.5,2017-11-08,2017-11-16,2,2,79.95,MATS,11017.39,USD,FMTPrEnt239B
700022,MANU456,70.33,2017-11-08,2017-11-21,10,10,70.33,MATS,1237.6,,FMTPrEnt672B
700029,MANU123,34.54,2017-11-14,2017-11-28,5,5,44.9,MATS,9223.74,USD,111MedPol23LR
700029,MANU123,31.89,2017-11-14,2017-11-28,10,10,41.46,MATS,9223.74,USD,111DeePol27ER
700029,MANU123,38.99,2017-11-14,2017-11-28,5,5,50.69,MATS,9223.74,USD,111AllPol23ER
700029,MANU123,54.99,2017-11-14,2017-11-28,1,1,71.49,MATS,9223.74,USD,111AllPol23ER
700029,MANU123,69.79,2017-11-14,2017-11-28,1,1,90.73,MATS,9223.74,USD,111AllPol23ER
700029,MANU123,38.24,2017-11-14,2017-11-28,25,25,49.71,MATS,9223.74,USD,111LowPVC25EV
700029,MANU123,20.84,2017-11-14,2017-11-28,10,10,27.09,MATS,9223.74,USD,111DeePol27ER
700029,MANU123,44.77,2017-11-14,2017-11-28,5,5,58.2,MATS,9223.74,USD,111DeePol27LR
700029,MANU123,17.87,2017-11-14,2017-11-28,5,5,23.23,MATS,9223.74,USD,114BlPVCLLBV
700029,MANU123,24.18,2017-11-14,2017-11-28,20,20,31.43,MATS,9223.74,USD,118DeePol27ER
700029,MANU123,27.65,2017-11-14,2017-11-28,10,10,35.95,MATS,9223.74,USD,119LowPVC25LV
700029,MANU123,13.21,2017-11-14,2017-11-28,20,20,17.17,MATS,9223.74,USD,121HFPol009R
700029,MANU123,27.25,2017-11-14,2017-11-28,5,5,35.43,MATS,9223.74,USD,121HFPol009R
700029,MANU123,49.19,2017-11-14,2017-11-28,4,4,63.95,MATS,9223.74,USD,121HFPol0ERA
700029,MANU123,69.25,2017-11-14,2017-11-28,3,3,90.03,MATS,9223.74,USD,121HarPol19ER
700029,MANU123,56.94,2017-11-14,2017-11-28,2,2,74.02,MATS,9223.74,USD,123HarPVC20LV
700029,MANU123,16.2,2017-11-14,2017-11-28,40,40,21.06,MATS,9223.74,USD,123BlPVCHLBV
700029,MANU123,21.32,2017-11-14,2017-11-28,5,5,27.72,MATS,9223.74,USD,129HarPVC20LV
700029,MANU123,12.23,2017-11-14,2017-11-28,30,30,15.9,MATS,9223.74,USD,311AntPVC26EV
700029,MANU123,23.52,2017-11-14,2017-11-28,10,10,30.58,MATS,9223.74,USD,313AntPVC26LV
700029,MANU123,20.05,2017-11-14,2017-11-28,5,5,26.07,MATS,9223.74,USD,319AntPVC26LV
700029,MANU123,16.75,2017-11-14,2017-11-28,5,5,21.78,MATS,9223.74,USD,ECORecRec48EP
700029,MANU123,27,2017-11-14,2017-11-28,5,5,35.1,MATS,9223.74,USD,ECORecRec60EP
700029,MANU123,14.98,2017-11-14,2017-11-28,10,10,19.47,MATS,9223.74,USD,FCAAntAnt4XBK
700029,MANU123,14.98,2017-11-14,2017-11-28,15,15,19.47,MATS,9223.74,USD,FCAAnAnt32BK
700029,MANU123,19.4,2017-11-14,2017-11-28,25,25,25.22,MATS,9223.74,USD,FCASyAnt35BK
700029,MANU123,19.4,2017-11-14,2017-11-28,15,15,25.22,MATS,9223.74,USD,FCASyAnt35BK
700029,MANU123,31.35,2017-11-14,2017-11-28,5,5,40.76,MATS,9223.74,USD,FCVFaTem624A
700029,MANU123,3.2,2017-11-14,2017-11-28,30,30,4.16,DESK,9223.74,USD,FPD19Des924P
700029,MANU123,3.69,2017-11-14,2017-11-28,30,30,4.8,DESK,9223.74,USD,FPRPreEnt60CH
700029,MANU123,6.65,2017-11-14,2017-11-28,40,40,8.65,DESK,9223.74,USD,M124Pol25ER
700029,MANU123,80.11,2017-11-14,2017-11-28,1,1,104.14,MATS,9223.74,USD,FICInAnt60BY
700029,MANU123,96.84,2017-11-14,2017-11-28,4,4,125.89,MATS,9223.74,USD,FMTPrEnt432B
700031,MANU456,39.6,2017-11-16,2017-12-07,3,3,39.6,MATS,2475.87,,FNEWiEnt60CH
700033,MANU456,50.58,2017-11-17,2017-12-07,5,5,50.58,MATS,1872.05,,FNEWiEnt36CH
700041,MANU123,31.89,2017-11-29,2017-12-07,10,10,41.46,MATS,9227.47,USD,111DeePol27ER
700041,MANU123,54.99,2017-11-29,2017-12-07,1,1,71.49,MATS,9227.47,USD,111AllPol23ER
700041,MANU123,38.24,2017-11-29,2017-12-07,25,25,49.71,MATS,9227.47,USD,111LowPVC25EV
700041,MANU123,20.84,2017-11-29,2017-12-07,10,10,27.09,MATS,9227.47,USD,111DeePol27ER
700041,MANU123,42.8,2017-11-29,2017-12-07,5,5,55.64,MATS,9227.47,USD,112MedPol23ER
700041,MANU123,17.87,2017-11-29,2017-12-07,10,10,23.23,MATS,9227.47,USD,114BlPVCLLBV
700041,MANU123,24.18,2017-11-29,2017-12-07,10,10,31.43,MATS,9227.47,USD,118DeePol27ER
700041,MANU123,27.65,2017-11-29,2017-12-07,10,10,35.95,MATS,9227.47,USD,119LowPVC25LV
700041,MANU123,13.21,2017-11-29,2017-12-07,40,40,17.17,MATS,9227.47,USD,121HFPol009R
700041,MANU123,18.55,2017-11-29,2017-12-07,5,5,24.12,MATS,9227.47,USD,121HFPol0ERA
700041,MANU123,29.62,2017-11-29,2017-12-07,5,5,38.51,MATS,9227.47,USD,121HFPol19ER
700041,MANU123,39.42,2017-11-29,2017-12-07,5,5,51.25,MATS,9227.47,USD,121HarPol19ER
700041,MANU123,33.07,2017-11-29,2017-12-07,10,10,42.99,MATS,9227.47,USD,121HarPVC20EV
700041,MANU123,18.78,2017-11-29,2017-12-07,50,50,24.41,MATS,9227.47,USD,121HarPol19ER
700041,MANU123,56.94,2017-11-29,2017-12-07,5,5,74.02,MATS,9227.47,USD,123HarPVC20LV
700041,MANU123,16.2,2017-11-29,2017-12-07,15,15,21.06,MATS,9227.47,USD,123BlPVCHLBV
700041,MANU123,12.23,2017-11-29,2017-12-07,30,30,15.9,MATS,9227.47,USD,311AntPVC26EV
700041,MANU123,23.52,2017-11-29,2017-12-07,5,5,30.58,MATS,9227.47,USD,313AntPVC26LV
700041,MANU123,17.22,2017-11-29,2017-12-07,5,5,22.39,MATS,9227.47,USD,ECORecRec48EP
700041,MANU123,19.68,2017-11-29,2017-12-07,5,5,25.58,MATS,9227.47,USD,ECORecRec51EP
700041,MANU123,27,2017-11-29,2017-12-07,15,15,35.1,MATS,9227.47,USD,ECORecRec60EP
700041,MANU123,14.98,2017-11-29,2017-12-07,15,15,19.47,MATS,9227.47,USD,FCAAntAnt4XBK
700041,MANU123,14.98,2017-11-29,2017-12-07,10,10,19.47,MATS,9227.47,USD,FCAAnAnt32BK
700041,MANU123,19.4,2017-11-29,2017-12-07,15,15,25.22,MATS,9227.47,USD,FCAAntAnt9XBM
700041,MANU123,19.58,2017-11-29,2017-12-07,15,15,25.45,PRES,9227.47,USD,FDCAdvEnt36CH
700041,MANU123,32.11,2017-11-29,2017-12-07,5,5,41.74,PRES,9227.47,USD,FDCAdvEnt60CH
700043,MANU123,9.42,2017-11-29,2017-12-07,15,15,12.25,MATS,312.42,USD,FPDAntDes22RA
700043,MANU123,18.32,2017-11-29,2017-12-07,5,5,23.82,MATS,312.42,USD,FPDCrDes24CV
700041,MANU123,3.69,2017-11-29,2017-12-07,120,120,4.8,DESK,9227.47,USD,FPRPreEnt60CH
700041,MANU123,4.49,2017-11-29,2017-12-07,60,60,5.84,DESK,9227.47,USD,FPRPreEnt72CH
700041,MANU123,6.65,2017-11-29,2017-12-07,20,20,8.65,DESK,9227.47,USD,M124Pol25ER
700043,MANU123,33.38,2017-11-29,2017-12-07,1,1,43.39,MATS,312.42,USD,FICInAnt660B
700041,MANU123,96.84,2017-11-29,2017-12-07,2,2,125.89,MATS,9227.47,USD,FMTPrEnt432B
700047,MANU123,31.89,2017-12-05,2017-12-12,15,15,41.46,MATS,5072.3,USD,111DeePol27ER
700047,MANU123,38.24,2017-12-05,2017-12-12,15,15,49.71,MATS,5072.3,USD,111LowPVC25EV
700047,MANU123,20.84,2017-12-05,2017-12-12,5,5,27.09,MATS,5072.3,USD,111DeePol27ER
700047,MANU123,17.87,2017-12-05,2017-12-12,5,5,23.23,MATS,5072.3,USD,114BlPVCLLBV
700047,MANU123,24.18,2017-12-05,2017-12-12,10,10,31.43,MATS,5072.3,USD,118DeePol27ER
700047,MANU123,13.21,2017-12-05,2017-12-12,5,5,17.17,MATS,5072.3,USD,121HFPol009R
700047,MANU123,33.07,2017-12-05,2017-12-12,5,5,42.99,MATS,5072.3,USD,121HarPVC20EV
700047,MANU123,16.2,2017-12-05,2017-12-12,10,10,21.06,MATS,5072.3,USD,123BlPVCHLBV
700047,MANU123,12.23,2017-12-05,2017-12-12,30,30,15.9,MATS,5072.3,USD,311AntPVC26EV
700047,MANU123,14.98,2017-12-05,2017-12-12,25,25,19.47,MATS,5072.3,USD,FCAAntAnt4XBK
700047,MANU123,14.98,2017-12-05,2017-12-12,5,5,19.47,MATS,5072.3,USD,FCAAnAnt32BK
700047,MANU123,19.4,2017-12-05,2017-12-12,15,15,25.22,MATS,5072.3,USD,FCAAntAnt9XBM
700047,MANU123,19.4,2017-12-05,2017-12-12,10,10,25.22,MATS,5072.3,USD,FCASyAnt35BK
700047,MANU123,31.35,2017-12-05,2017-12-12,10,10,40.76,MATS,5072.3,USD,FCVFaTem418A
700047,MANU123,25.49,2017-12-05,2017-12-12,5,5,33.14,PRES,5072.3,USD,FCVLaSte836A
700047,MANU123,19.58,2017-12-05,2017-12-12,5,5,25.45,PRES,5072.3,USD,FDCAdvEnt36CH
700047,MANU123,32.11,2017-12-05,2017-12-12,5,5,41.74,PRES,5072.3,USD,FDCAdvEnt60CH
700048,MANU123,9.42,2017-12-05,2017-12-12,5,5,12.25,MATS,183.69,USD,FPDAntDes22RA
700048,MANU123,10.62,2017-12-05,2017-12-12,2,2,13.81,MATS,183.69,USD,FPD19Des924P
700047,MANU123,3.2,2017-12-05,2017-12-12,30,30,4.16,DESK,5072.3,USD,FPD19Des924P
700047,MANU123,6.65,2017-12-05,2017-12-12,10,10,8.65,DESK,5072.3,USD,M124Pol25ER
700049,MANU456,59.77,2017-12-06,2017-12-13,2,2,59.77,MATS,1852.59,,FNEWiEnt72CH
700053,MANU456,33.08,2017-12-08,2018-01-18,2,2,33.08,MATS,3902.1,,FNEWiEnt72CH
700053,MANU456,17.85,2017-12-08,2018-01-18,5,5,17.85,MATS,3902.1,,FNEWiEnt36CH
700053,MANU456,39.6,2017-12-08,2018-01-18,5,5,39.6,MATS,3902.1,,FNEWiEnt60CH
700055,MANU456,59.77,2017-12-13,2018-01-18,1,1,59.77,MATS,3184.43,,FNEWiEnt72CH
700058,MANU123,34.54,2017-12-19,2017-12-28,5,5,44.9,MATS,5149.69,USD,111MedPol23LR
700058,MANU123,31.89,2017-12-19,2017-12-28,25,25,41.46,MATS,5149.69,USD,111DeePol27ER
700058,MANU123,40.38,2017-12-19,2017-12-28,5,5,52.49,MATS,5149.69,USD,111DeePol27LR
700058,MANU123,38.24,2017-12-19,2017-12-28,10,10,49.71,MATS,5149.69,USD,111LowPVC25EV
700058,MANU123,44.77,2017-12-19,2017-12-28,5,5,58.2,MATS,5149.69,USD,111DeePol27LR
700058,MANU123,42.8,2017-12-19,2017-12-28,5,5,55.64,MATS,5149.69,USD,112MedPol23ER
700058,MANU123,27.65,2017-12-19,2017-12-28,5,5,35.95,MATS,5149.69,USD,119LowPVC25LV
700058,MANU123,13.21,2017-12-19,2017-12-28,10,10,17.17,MATS,5149.69,USD,121HFPol009R
700058,MANU123,39.42,2017-12-19,2017-12-28,8,8,51.25,MATS,5149.69,USD,121HarPol19ER
700058,MANU123,49.19,2017-12-19,2017-12-28,2,2,63.95,MATS,5149.69,USD,121HFPol0ERA
700058,MANU123,16.32,2017-12-19,2017-12-28,5,5,21.22,MATS,5149.69,USD,124BlPVCHLBV
700058,MANU123,23.52,2017-12-19,2017-12-28,10,10,30.58,MATS,5149.69,USD,313AntPVC26LV
700058,MANU123,68.26,2017-12-19,2017-12-28,2,2,88.74,MATS,5149.69,USD,FCAAnAnt24BK
700058,MANU123,61.34,2017-12-19,2017-12-28,2,2,79.74,MATS,5149.69,USD,FCAAnAnt24BK
700058,MANU123,14.98,2017-12-19,2017-12-28,5,5,19.47,MATS,5149.69,USD,FCAAntAnt4XBK
700058,MANU123,14.98,2017-12-19,2017-12-28,5,5,19.47,MATS,5149.69,USD,FCAAnAnt32BK
700058,MANU123,19.4,2017-12-19,2017-12-28,10,10,25.22,MATS,5149.69,USD,FCAAntAnt9XBM
700058,MANU123,19.4,2017-12-19,2017-12-28,5,5,25.22,MATS,5149.69,USD,FCASyAnt35BK
700058,MANU123,31.35,2017-12-19,2017-12-28,15,15,40.76,MATS,5149.69,USD,FCVFaTem418A
700058,MANU123,58.14,2017-12-19,2017-12-28,10,10,75.58,PRES,5149.69,USD,FDCAdvEnt72CH
700058,MANU123,3.2,2017-12-19,2017-12-28,30,30,4.16,DESK,5149.69,USD,FPD19Des924P
700058,MANU123,6.65,2017-12-19,2017-12-28,20,20,8.65,DESK,5149.69,USD,M124Pol25ER
700059,MANU123,9.42,2017-12-20,2017-12-28,5,5,12.25,MATS,414.6,USD,FPDAntDes22RA
700059,MANU123,18.32,2017-12-20,2017-12-28,5,5,23.82,MATS,414.6,USD,FPDCrDes24CV
700059,MANU123,27.59,2017-12-20,2017-12-28,10,10,35.87,MATS,414.6,USD,FPD19Des924P
700060,MANU456,33.08,2017-12-21,2018-01-18,1,1,33.08,MATS,5545.55,,FNEWiEnt72CH
700060,MANU456,17.85,2017-12-21,2018-01-18,5,5,17.85,MATS,5545.55,,FNEWiEnt36CH
700060,MANU456,59.77,2017-12-21,2018-01-18,1,1,59.77,MATS,5545.55,,FNEWiEnt72CH
700064,MANU123,34.54,2018-01-02,2018-01-08,35,35,44.9,MATS,4943.7,USD,111MedPol23ER
700064,MANU123,31.89,2018-01-02,2018-01-08,5,5,41.46,MATS,4943.7,USD,111MedPol23LR
700064,MANU123,38.24,2018-01-02,2018-01-08,5,5,49.71,MATS,4943.7,USD,111LowPVC25EV
700064,MANU123,17.87,2018-01-02,2018-01-08,5,5,23.23,MATS,4943.7,USD,114BlPVCLLBV
700064,MANU123,24.18,2018-01-02,2018-01-08,10,10,31.43,MATS,4943.7,USD,118DeePol27ER
700064,MANU123,27.65,2018-01-02,2018-01-08,10,10,35.95,MATS,4943.7,USD,119LowPVC25LV
700064,MANU123,13.21,2018-01-02,2018-01-08,15,15,17.17,MATS,4943.7,USD,121HFPol009R
700064,MANU123,18.78,2018-01-02,2018-01-08,15,15,24.41,MATS,4943.7,USD,121HarPol19ER
700064,MANU123,12.23,2018-01-02,2018-01-08,15,15,15.9,MATS,4943.7,USD,311AntPVC26EV
700065,MANU123,19.69,2018-01-02,2018-01-08,5,5,25.6,MATS,399.6,USD,FCAAnAnt24BK
700064,MANU123,14.98,2018-01-02,2018-01-08,10,10,19.47,MATS,4943.7,USD,FCAAntAnt4XBK
700064,MANU123,14.98,2018-01-02,2018-01-08,30,30,19.47,MATS,4943.7,USD,FCAAnAnt32BK
700064,MANU123,19.4,2018-01-02,2018-01-08,15,15,25.22,MATS,4943.7,USD,FCAAntAnt9XBM
700064,MANU123,19.4,2018-01-02,2018-01-08,5,5,25.22,MATS,4943.7,USD,FCASyAnt35BK
700064,MANU123,31.35,2018-01-02,2018-01-08,5,5,40.76,MATS,4943.7,USD,FCVFaTem418A
700064,MANU123,32.11,2018-01-02,2018-01-08,15,15,41.74,PRES,4943.7,USD,FDCAdvEnt60CH
700065,MANU123,9.42,2018-01-02,2018-01-08,10,10,12.25,MATS,399.6,USD,FPD17Des722P
700065,MANU123,18.32,2018-01-02,2018-01-08,5,5,23.82,MATS,399.6,USD,FPDCrDes24CV
700064,MANU123,3.69,2018-01-02,2018-01-08,30,30,4.8,DESK,4943.7,USD,FPRPreEnt60CH
700064,MANU123,6.65,2018-01-02,2018-01-08,50,50,8.65,DESK,4943.7,USD,M124Pol25ER
700064,MANU123,26.44,2018-01-02,2018-01-08,1,1,34.37,DESK,4943.7,USD,M124Pol25ER
700067,MANU456,33.08,2018-01-04,2018-01-26,3,3,33.08,MATS,668.01,,FNEWiEnt72CH
700067,MANU456,18.48,2018-01-04,2018-01-26,7,7,18.48,MATS,668.01,,FNEWiEnt36CH
700067,MANU456,40.98,2018-01-04,2018-01-26,2,2,40.98,MATS,668.01,,FNEWiEnt60CH
700070,MANU456,21,2018-01-08,2018-01-15,20,20,21,MATS,734.4,,FMTPrEnt239B
700074,MANU123,54.99,2018-01-09,2018-01-15,2,2,71.49,MATS,5905.75,USD,111AllPol23ER
700074,MANU123,69.79,2018-01-09,2018-01-15,2,2,90.73,MATS,5905.75,USD,111AllPol23ER
700074,MANU123,99.94,2018-01-09,2018-01-15,3,3,129.92,MATS,5905.75,USD,111MedPol23ER
700074,MANU123,20.84,2018-01-09,2018-01-15,20,20,27.09,MATS,5905.75,USD,111DeePol27ER
700074,MANU123,50.67,2018-01-09,2018-01-15,5,5,65.87,MATS,5905.75,USD,113LowPVC25LV
700074,MANU123,27.65,2018-01-09,2018-01-15,15,15,35.95,MATS,5905.75,USD,119LowPVC25LV
700074,MANU123,13.21,2018-01-09,2018-01-15,35,35,17.17,MATS,5905.75,USD,121HFPol009R
700074,MANU123,39.42,2018-01-09,2018-01-15,4,4,51.25,MATS,5905.75,USD,121HarPol19ER
700074,MANU123,18.78,2018-01-09,2018-01-15,30,30,24.41,MATS,5905.75,USD,121HarPol19ER
700074,MANU123,69.25,2018-01-09,2018-01-15,1,1,90.03,MATS,5905.75,USD,121HarPol19ER
700074,MANU123,37.08,2018-01-09,2018-01-15,3,3,48.2,MATS,5905.75,USD,123HarPol19ER
700074,MANU123,12.23,2018-01-09,2018-01-15,75,75,15.9,MATS,5905.75,USD,311AntPVC26EV
700074,MANU123,23.52,2018-01-09,2018-01-15,5,5,30.58,MATS,5905.75,USD,313AntPVC26LV
700074,MANU123,14.98,2018-01-09,2018-01-15,40,40,19.47,MATS,5905.75,USD,FCAAnAnt32BK
700074,MANU123,58.14,2018-01-09,2018-01-15,20,20,75.58,PRES,5905.75,USD,FDCAdvEnt72CH
700074,MANU123,3.69,2018-01-09,2018-01-15,30,30,4.8,DESK,5905.75,USD,FPRPreEnt60CH
700077,MANU456,21,2018-01-15,2018-01-30,10,10,21,MATS,2424.09,,FMTPrEnt239B
700077,MANU456,52.36,2018-01-15,2018-01-30,5,5,52.36,MATS,2424.09,,FNEWiEnt36CH
700082,MANU123,34.54,2018-01-16,2018-01-23,5,5,44.21,MATS,5044.61,USD,111MedPol23ER
700082,MANU123,20.84,2018-01-16,2018-01-23,10,10,26.68,MATS,5044.61,USD,111DeePol27ER
700082,MANU123,17.87,2018-01-16,2018-01-23,15,15,22.87,MATS,5044.61,USD,114BlPVCLLBV
700082,MANU123,27.65,2018-01-16,2018-01-23,5,5,35.39,MATS,5044.61,USD,119LowPVC25LV
700082,MANU123,13.21,2018-01-16,2018-01-23,50,50,16.91,MATS,5044.61,USD,121HFPol009R
700082,MANU123,12.23,2018-01-16,2018-01-23,10,10,15.65,MATS,5044.61,USD,311AntPVC26EV
700082,MANU123,23.52,2018-01-16,2018-01-23,15,15,30.11,MATS,5044.61,USD,313AntPVC26LV
700082,MANU123,16.75,2018-01-16,2018-01-23,10,10,21.44,MATS,5044.61,USD,ECORecRec48EP
700082,MANU123,19.68,2018-01-16,2018-01-23,10,10,25.19,MATS,5044.61,USD,ECORecRec51EP
700083,MANU123,12.22,2018-01-16,2018-01-23,20,20,15.64,MATS,1391.2,USD,FCAPoAntA12S
700082,MANU123,68.26,2018-01-16,2018-01-23,2,2,87.37,MATS,5044.61,USD,FCAAnAnt24BK
