PO_Number,Vendor_No,Unit_Price,Order_Date,Received_Date,Qty_Ordered,Qty_Received,Base_Unit_Price,Product_Code,Ordered_Value,Currency,Part_No
11090103,MANU123,18.55,2020-09-29,2020-10-05,5,5,24.86,MATS,14127.71,USD,121HarPol19ER
11090103,MANU123,39.42,2020-09-29,2020-10-05,19,19,52.82,MATS,14127.71,USD,121HFPol19ER
11090103,MANU123,49.19,2020-09-29,2020-10-05,7,7,65.91,MATS,14127.71,USD,121HarPol19ER
11090103,MANU123,33.07,2020-09-29,2020-10-05,25,25,44.31,MATS,14127.71,USD,121HFPol0ERA
11090103,MANU123,19.46,2020-09-29,2020-10-05,140,140,26.08,MATS,14127.71,USD,121HarPVC20EV
11090103,MANU123,69.25,2020-09-29,2020-10-05,5,5,92.8,MATS,14127.71,USD,121HarPol19ER
11090103,MANU123,27.8,2020-09-29,2020-10-05,10,10,37.25,MATS,14127.71,USD,122PolPol19ER
11090103,MANU123,37.08,2020-09-29,2020-10-05,10,10,49.69,MATS,14127.71,USD,123HarPol19ER
11090103,MANU123,56.94,2020-09-29,2020-10-05,1,1,76.3,MATS,14127.71,USD,123HarPVC20LV
11090103,MANU123,73.95,2020-09-29,2020-10-05,5,5,99.09,MATS,14127.71,USD,124BlPVCHEBV
11090103,MANU123,18.65,2020-09-29,2020-10-05,15,15,24.99,MATS,14127.71,USD,128HarPol0ERA
11090103,MANU123,12.23,2020-09-29,2020-10-05,100,100,16.39,MATS,14127.71,USD,129HarPVC20LV
11090103,MANU123,24.36,2020-09-29,2020-10-05,5,5,32.64,MATS,14127.71,USD,311AntPVC26EV
11090103,MANU123,16.75,2020-09-29,2020-10-05,10,10,22.45,MATS,14127.71,USD,ECORecRec48EP
11090103,MANU123,17.22,2020-09-29,2020-10-05,5,5,23.07,MATS,14127.71,USD,ECORecRec48EP
11090103,MANU123,19.68,2020-09-29,2020-10-05,10,10,26.37,MATS,14127.71,USD,ECORecRec51EP
11090103,MANU123,32.16,2020-09-29,2020-10-05,5,5,43.09,MATS,14127.71,USD,ECOEvRec48EP
11090103,MANU123,24.72,2020-09-29,2020-10-05,5,5,33.12,MATS,14127.71,USD,FBDBlDes36BV
11090103,MANU123,4.29,2020-09-29,2020-10-05,20,20,5.75,DESK,14127.71,USD,FBUMatAnt436B
11090103,MANU123,12.22,2020-09-29,2020-10-05,5,5,16.37,MATS,14127.71,USD,FBUMatAnt660B
11090103,MANU123,19.69,2020-09-29,2020-10-05,5,5,26.38,MATS,14127.71,USD,FCAAnAnt24BK
11090103,MANU123,14.98,2020-09-29,2020-10-05,5,5,20.07,MATS,14127.71,USD,FCAAnAnt24GY
11090103,MANU123,17.94,2020-09-29,2020-10-05,5,5,24.04,DESK,14127.71,USD,FCVTeTem23WG
11090103,MANU123,2.56,2020-09-29,2020-10-05,30,30,3.43,DESK,14127.71,USD,FPD19Des924P
11090103,MANU123,33.38,2020-09-29,2020-10-05,10,10,44.73,MATS,14127.71,USD,M124Pol95ER
11090103,MANU123,80.11,2020-09-29,2020-10-05,3,3,107.35,MATS,14127.71,USD,FICInAnt660B
11090103,MANU123,96.84,2020-09-29,2020-10-05,2,2,129.77,MATS,14127.71,USD,FICInAnt60BY
700538,MANU456,84.09,2020-09-29,2020-10-08,2,2,84.09,MATS,1227.96,,FNEWiEnt36CH
700538,MANU456,89.89,2020-09-29,2020-10-08,1,1,89.89,MATS,1227.96,,FNEWiEnt60CH
700539,MANU456,27.68,2020-10-05,2020-10-27,10,10,37.09,MATS,3047.95,USD,FLIPEnt648B
11090117,MANU123,34.54,2020-10-13,2020-10-19,10,10,46.28,MATS,19244.8,USD,111MedPol23ER
11090117,MANU123,31.89,2020-10-13,2020-10-19,5,5,42.73,MATS,19244.8,USD,111MedPol23LR
11090117,MANU123,40.38,2020-10-13,2020-10-19,20,20,54.11,MATS,19244.8,USD,111DeePol27ER
11090117,MANU123,38.99,2020-10-13,2020-10-19,5,5,52.25,MATS,19244.8,USD,111DeePol27LR
11090117,MANU123,69.79,2020-10-13,2020-10-19,2,2,93.52,MATS,19244.8,USD,111AllPol23ER
11090117,MANU123,99.94,2020-10-13,2020-10-19,1,1,133.92,MATS,19244.8,USD,111MedPol23ER
11090117,MANU123,38.24,2020-10-13,2020-10-19,25,25,51.24,MATS,19244.8,USD,111MedPol23ER
11090117,MANU123,20.84,2020-10-13,2020-10-19,15,15,27.93,MATS,19244.8,USD,111LowPVC25EV
11090117,MANU123,44.77,2020-10-13,2020-10-19,30,30,59.99,MATS,19244.8,USD,111DeePol27ER
11090117,MANU123,42.8,2020-10-13,2020-10-19,5,5,57.35,MATS,19244.8,USD,111DeePol27LR
11090117,MANU123,18.49,2020-10-13,2020-10-19,10,10,24.78,MATS,19244.8,USD,113LowPVC25LV
11090117,MANU123,24.18,2020-10-13,2020-10-19,25,25,32.4,MATS,19244.8,USD,118MedPol23ER
11090117,MANU123,27.65,2020-10-13,2020-10-19,15,15,37.05,MATS,19244.8,USD,118DeePol27ER
11090117,MANU123,16.15,2020-10-13,2020-10-19,5,5,21.64,MATS,19244.8,USD,119LowPVC25LV
11090117,MANU123,13.21,2020-10-13,2020-10-19,225,225,17.7,MATS,19244.8,USD,119LowPVC25LV
11090117,MANU123,27.25,2020-10-13,2020-10-19,1,1,36.52,MATS,19244.8,USD,121HFPol009R
11090117,MANU123,18.55,2020-10-13,2020-10-19,7,7,24.86,MATS,19244.8,USD,121HarPol19ER
11090117,MANU123,49.19,2020-10-13,2020-10-19,4,4,65.91,MATS,19244.8,USD,121HarPol19ER
11090117,MANU123,33.07,2020-10-13,2020-10-19,15,15,44.31,MATS,19244.8,USD,121HFPol0ERA
11090117,MANU123,69.25,2020-10-13,2020-10-19,7,7,92.8,MATS,19244.8,USD,121HarPol19ER
11090117,MANU123,27.8,2020-10-13,2020-10-19,5,5,37.25,MATS,19244.8,USD,122PolPol19ER
11090117,MANU123,56.94,2020-10-13,2020-10-19,1,1,76.3,MATS,19244.8,USD,123HarPVC20LV
11090117,MANU123,16.87,2020-10-13,2020-10-19,100,100,22.61,MATS,19244.8,USD,123HarPVC20LV
11090117,MANU123,16.32,2020-10-13,2020-10-19,5,5,21.87,MATS,19244.8,USD,124StuPVC0PRV
11090117,MANU123,73.95,2020-10-13,2020-10-19,5,5,99.09,MATS,19244.8,USD,124BlPVCHEBV
11090117,MANU123,18.85,2020-10-13,2020-10-19,5,5,25.26,MATS,19244.8,USD,128HarPol19ER
11090117,MANU123,21.95,2020-10-13,2020-10-19,1,1,29.41,MATS,19244.8,USD,128HarPol19ER
11090117,MANU123,18.65,2020-10-13,2020-10-19,15,15,24.99,MATS,19244.8,USD,128HarPol0ERA
11090117,MANU123,14.33,2020-10-13,2020-10-19,15,15,19.2,MATS,19244.8,USD,311AntPVC26EV
11090117,MANU123,24.36,2020-10-13,2020-10-19,15,15,32.64,MATS,19244.8,USD,311AntPVC26EV
11090117,MANU123,20.05,2020-10-13,2020-10-19,5,5,26.87,MATS,19244.8,USD,319AntPVC26LV
11090117,MANU123,16.75,2020-10-13,2020-10-19,15,15,22.45,MATS,19244.8,USD,ECORecRec48EP
11090117,MANU123,17.22,2020-10-13,2020-10-19,15,15,23.07,MATS,19244.8,USD,ECORecRec48EP
11090117,MANU123,19.68,2020-10-13,2020-10-19,25,25,26.37,MATS,19244.8,USD,ECORecRec51EP
11090117,MANU123,27,2020-10-13,2020-10-19,15,15,36.18,MATS,19244.8,USD,ECORecRec60EP
11090117,MANU123,32.16,2020-10-13,2020-10-19,15,15,43.09,MATS,19244.8,USD,ECOEvRec48EP
11090117,MANU123,15.99,2020-10-13,2020-10-19,25,25,21.43,MATS,19244.8,USD,ECOEvRec51EP
11090117,MANU123,22.05,2020-10-13,2020-10-19,20,20,29.55,MATS,19244.8,USD,ECOEvRec60EP
11090117,MANU123,24.72,2020-10-13,2020-10-19,10,10,33.12,MATS,19244.8,USD,FBDBlDes36BV
11090117,MANU123,4.29,2020-10-13,2020-10-19,20,20,5.75,DESK,19244.8,USD,FBUMatAnt436B
11090117,MANU123,12.22,2020-10-13,2020-10-19,14,14,16.37,MATS,19244.8,USD,FBUMatAnt660B
11090117,MANU123,17.59,2020-10-13,2020-10-19,5,5,23.57,MATS,19244.8,USD,FCAAFSAnt2PBK
11090117,MANU123,19.69,2020-10-13,2020-10-19,5,5,26.38,MATS,19244.8,USD,FCAAnAnt24BK
11090117,MANU123,14.98,2020-10-13,2020-10-19,10,10,20.07,MATS,19244.8,USD,FCAAnAnt24GY
11090117,MANU123,14.98,2020-10-13,2020-10-19,5,5,20.07,MATS,19244.8,USD,FCAAnAnt32BK
11090117,MANU123,19.4,2020-10-13,2020-10-19,20,20,26,MATS,19244.8,USD,FCAAntAnt2XBK
11090117,MANU123,21.66,2020-10-13,2020-10-19,5,5,29.02,MATS,19244.8,USD,FCDTeDes924G
11090117,MANU123,12.29,2020-10-13,2020-10-19,5,5,16.47,DESK,19244.8,USD,FCVTeTem23BG
11090117,MANU123,17.94,2020-10-13,2020-10-19,25,25,24.04,DESK,19244.8,USD,FCVTeTem23WG
11090117,MANU123,9.42,2020-10-13,2020-10-19,3,3,12.62,MATS,19244.8,USD,FOCOcAnt432B
11090117,MANU123,18.32,2020-10-13,2020-10-19,5,5,24.55,MATS,19244.8,USD,FPDBlDes24BV
11090117,MANU123,27.59,2020-10-13,2020-10-19,3,3,36.97,MATS,19244.8,USD,FPDCrDes24CV
11090117,MANU123,2.56,2020-10-13,2020-10-19,90,90,3.43,DESK,19244.8,USD,FPD19Des924P
11090117,MANU123,21.54,2020-10-13,2020-10-19,2,2,28.86,MATS,19244.8,USD,M124Pol95ER
11090117,MANU123,80.11,2020-10-13,2020-10-19,1,1,107.35,MATS,19244.8,USD,FICInAnt660B
700543,MANU456,76.44,2020-10-15,2020-10-20,5,5,76.44,MATS,1606.93,,FMTPrEnt239B
700543,MANU456,84.09,2020-10-15,2020-10-20,5,5,84.09,MATS,1606.93,,FNEWiEnt36CH
700543,MANU456,89.89,2020-10-15,2020-10-20,2,2,89.89,MATS,1606.93,,FNEWiEnt60CH
81090118,MANU123,7.49,2020-10-16,2021-02-02,10,10,10.04,PRES,22904.2,USD,FCVTeTem23WG
81090118,MANU123,11.95,2020-10-16,2021-02-02,10,10,16.01,PRES,22904.2,USD,FCVTeTem23WP
81090118,MANU123,20.46,2020-10-16,2021-02-02,10,10,27.42,PRES,22904.2,USD,FCVLaSte624A
81090118,MANU123,15.52,2020-10-16,2021-02-02,230,230,20.8,PRES,22904.2,USD,FCVPoPor836A
81090118,MANU123,27.1,2020-10-16,2021-02-02,360,360,36.31,PRES,22904.2,USD,FDCAdvEnt36CH
81090118,MANU123,48.67,2020-10-16,2021-02-02,80,80,65.22,PRES,22904.2,USD,FDCAdvEnt36CH
81090118,MANU123,31.23,2020-10-16,2021-02-02,40,40,41.85,PRES,22904.2,USD,FDCAdvEnt36CH
81090118,MANU123,50.46,2020-10-16,2021-02-02,80,80,67.62,PRES,22904.2,USD,FDCAdvEnt60CH
700544,MANU456,27.68,2020-10-20,2020-11-14,5,5,37.09,MATS,3060.21,USD,FLIPEnt648B
700547,MANU456,84.09,2020-10-22,2020-11-10,2,2,84.09,MATS,1177.73,,FNEWiEnt36CH
700547,MANU456,19.4,2020-10-22,2020-11-10,1,1,19.4,MATS,1177.73,,FNEWiEnt72CH
11090131,MANU123,34.54,2020-10-27,2020-11-02,15,15,46.28,MATS,25517.56,USD,111MedPol23ER
11090131,MANU123,31.89,2020-10-27,2020-11-02,10,10,42.73,MATS,25517.56,USD,111MedPol23LR
11090131,MANU123,40.38,2020-10-27,2020-11-02,15,15,54.11,MATS,25517.56,USD,111DeePol27ER
11090131,MANU123,38.99,2020-10-27,2020-11-02,5,5,52.25,MATS,25517.56,USD,111DeePol27LR
11090131,MANU123,54.99,2020-10-27,2020-11-02,2,2,73.69,MATS,25517.56,USD,111AllPol23ER
11090131,MANU123,69.79,2020-10-27,2020-11-02,5,5,93.52,MATS,25517.56,USD,111AllPol23ER
11090131,MANU123,38.24,2020-10-27,2020-11-02,25,25,51.24,MATS,25517.56,USD,111MedPol23ER
11090131,MANU123,42.8,2020-10-27,2020-11-02,5,5,57.35,MATS,25517.56,USD,111DeePol27LR
11090131,MANU123,50.67,2020-10-27,2020-11-02,5,5,67.9,MATS,25517.56,USD,112MedPol23ER
11090131,MANU123,81.4,2020-10-27,2020-11-02,1,1,109.08,MATS,25517.56,USD,113LowPVC25LV
11090131,MANU123,21.95,2020-10-27,2020-11-02,10,10,29.41,MATS,25517.56,USD,118MedPol23ER
11090131,MANU123,24.18,2020-10-27,2020-11-02,65,65,32.4,MATS,25517.56,USD,118MedPol23ER
11090131,MANU123,27.65,2020-10-27,2020-11-02,10,10,37.05,MATS,25517.56,USD,118DeePol27ER
11090131,MANU123,13.21,2020-10-27,2020-11-02,90,90,17.7,MATS,25517.56,USD,119LowPVC25LV
11090131,MANU123,49.19,2020-10-27,2020-11-02,2,2,65.91,MATS,25517.56,USD,121HarPol19ER
11090131,MANU123,33.07,2020-10-27,2020-11-02,40,40,44.31,MATS,25517.56,USD,121HFPol0ERA
11090131,MANU123,19.46,2020-10-27,2020-11-02,250,250,26.08,MATS,25517.56,USD,121HarPVC20EV
11090131,MANU123,69.25,2020-10-27,2020-11-02,3,3,92.8,MATS,25517.56,USD,121HarPol19ER
11090131,MANU123,27.8,2020-10-27,2020-11-02,15,15,37.25,MATS,25517.56,USD,122PolPol19ER
11090131,MANU123,56.94,2020-10-27,2020-11-02,5,5,76.3,MATS,25517.56,USD,123HarPVC20LV
11090131,MANU123,16.87,2020-10-27,2020-11-02,70,70,22.61,MATS,25517.56,USD,123HarPVC20LV
11090131,MANU123,13.9,2020-10-27,2020-11-02,60,60,18.63,MATS,25517.56,USD,124StuPVC0PRV
11090131,MANU123,73.95,2020-10-27,2020-11-02,5,5,99.09,MATS,25517.56,USD,124BlPVCHEBV
11090131,MANU123,18.85,2020-10-27,2020-11-02,5,5,25.26,MATS,25517.56,USD,128HarPol19ER
11090131,MANU123,21.95,2020-10-27,2020-11-02,15,15,29.41,MATS,25517.56,USD,128HarPol19ER
11090131,MANU123,14.33,2020-10-27,2020-11-02,5,5,19.2,MATS,25517.56,USD,311AntPVC26EV
11090131,MANU123,24.36,2020-10-27,2020-11-02,15,15,32.64,MATS,25517.56,USD,311AntPVC26EV
11090131,MANU123,20.05,2020-10-27,2020-11-02,5,5,26.87,MATS,25517.56,USD,319AntPVC26LV
11090131,MANU123,16.75,2020-10-27,2020-11-02,5,5,22.45,MATS,25517.56,USD,ECORecRec48EP
11090131,MANU123,17.22,2020-10-27,2020-11-02,5,5,23.07,MATS,25517.56,USD,ECORecRec48EP
11090131,MANU123,19.68,2020-10-27,2020-11-02,50,50,26.37,MATS,25517.56,USD,ECORecRec51EP
11090131,MANU123,27,2020-10-27,2020-11-02,30,30,36.18,MATS,25517.56,USD,ECORecRec60EP
11090131,MANU123,32.16,2020-10-27,2020-11-02,25,25,43.09,MATS,25517.56,USD,ECOEvRec48EP
11090131,MANU123,15.99,2020-10-27,2020-11-02,100,100,21.43,MATS,25517.56,USD,ECOEvRec51EP
11090131,MANU123,4.29,2020-10-27,2020-11-02,20,0,5.75,DESK,25517.56,USD,FBUMatAnt436B
11090131,MANU123,12.22,2020-10-27,2020-11-02,20,20,16.37,MATS,25517.56,USD,FBUMatAnt660B
11090131,MANU123,12.29,2020-10-27,2020-11-02,5,5,16.47,DESK,25517.56,USD,FCVTeTem14WP
11090131,MANU123,17.94,2020-10-27,2020-11-02,5,5,24.04,DESK,25517.56,USD,FCVTeTem23WG
11090131,MANU123,32.71,2020-10-27,2020-11-02,20,20,43.83,PRES,25517.56,USD,FDCAdvEnt36CH
11090131,MANU123,49.71,2020-10-27,2020-11-02,5,5,66.61,PRES,25517.56,USD,FDCAdvEnt36CH
11090131,MANU123,18.32,2020-10-27,2020-11-02,5,5,24.55,MATS,25517.56,USD,FPDBlDes24BV
11090131,MANU123,3.69,2020-10-27,2020-11-02,300,300,4.94,DESK,25517.56,USD,FPD20Des036P
11090131,MANU123,12.15,2020-10-27,2020-11-02,1,1,16.28,MATS,25517.56,USD,M124Pol25ER
11090131,MANU123,21.54,2020-10-27,2020-11-02,5,5,28.86,MATS,25517.56,USD,M124Pol95ER
700549,MANU456,27.68,2020-10-29,2020-11-10,5,5,37.09,MATS,3089.75,USD,FLIPEnt648B
700550,MANU456,76.44,2020-11-03,2020-11-20,20,20,76.44,MATS,3768.37,,FMTPrEnt239B
700550,MANU456,35.94,2020-11-03,2020-11-20,1,1,35.94,MATS,3768.37,,FNEWiEnt60CH
700550,MANU456,89.89,2020-11-03,2020-11-20,1,1,89.89,MATS,3768.37,,FNEWiEnt60CH
700550,MANU456,77.59,2020-11-03,2020-11-20,1,1,77.59,MATS,3768.37,,FNEWiEnt72CH
700551,MANU456,89.89,2020-11-05,2020-11-17,1,1,89.89,MATS,716.87,,FNEWiEnt60CH
700551,MANU456,19.4,2020-11-05,2020-11-17,1,1,19.4,MATS,716.87,,FNEWiEnt72CH
11090145,MANU123,34.54,2020-11-10,2020-11-16,35,35,46.28,MATS,27209.77,USD,111MedPol23ER
11090145,MANU123,40.38,2020-11-10,2020-11-16,10,10,54.11,MATS,27209.77,USD,111DeePol27ER
11090145,MANU123,54.99,2020-11-10,2020-11-16,2,2,73.69,MATS,27209.77,USD,111AllPol23ER
11090145,MANU123,38.24,2020-11-10,2020-11-16,35,35,51.24,MATS,27209.77,USD,111MedPol23ER
11090145,MANU123,20.84,2020-11-10,2020-11-16,10,10,27.93,MATS,27209.77,USD,111LowPVC25EV
11090145,MANU123,44.77,2020-11-10,2020-11-16,10,10,59.99,MATS,27209.77,USD,111DeePol27ER
11090145,MANU123,42.8,2020-11-10,2020-11-16,5,5,57.35,MATS,27209.77,USD,111DeePol27LR
11090145,MANU123,81.4,2020-11-10,2020-11-16,1,1,109.08,MATS,27209.77,USD,113LowPVC25LV
11090145,MANU123,18.49,2020-11-10,2020-11-16,50,50,24.78,MATS,27209.77,USD,113LowPVC25LV
11090145,MANU123,13.9,2020-11-10,2020-11-16,5,5,18.63,MATS,27209.77,USD,114BlPVCLEBV
11090145,MANU123,24.18,2020-11-10,2020-11-16,40,40,32.4,MATS,27209.77,USD,118MedPol23ER
11090145,MANU123,27.65,2020-11-10,2020-11-16,15,15,37.05,MATS,27209.77,USD,118DeePol27ER
11090145,MANU123,13.21,2020-11-10,2020-11-16,125,100,17.7,MATS,27209.77,USD,119LowPVC25LV
11090145,MANU123,18.55,2020-11-10,2020-11-16,5,5,24.86,MATS,27209.77,USD,121HarPol19ER
11090145,MANU123,39.42,2020-11-10,2020-11-16,34,34,52.82,MATS,27209.77,USD,121HFPol19ER
11090145,MANU123,49.19,2020-11-10,2020-11-16,10,10,65.91,MATS,27209.77,USD,121HarPol19ER
11090145,MANU123,33.07,2020-11-10,2020-11-16,15,15,44.31,MATS,27209.77,USD,121HFPol0ERA
11090145,MANU123,19.46,2020-11-10,2020-11-16,90,90,26.08,MATS,27209.77,USD,121HarPVC20EV
11090145,MANU123,69.25,2020-11-10,2020-11-16,2,2,92.8,MATS,27209.77,USD,121HarPol19ER
11090145,MANU123,27.8,2020-11-10,2020-11-16,10,10,37.25,MATS,27209.77,USD,122PolPol19ER
11090145,MANU123,56.94,2020-11-10,2020-11-16,2,2,76.3,MATS,27209.77,USD,123HarPVC20LV
11090145,MANU123,16.87,2020-11-10,2020-11-16,85,85,22.61,MATS,27209.77,USD,123HarPVC20LV
11090145,MANU123,61.21,2020-11-10,2020-11-16,5,5,82.02,MATS,27209.77,USD,124StuPVC0PBV
11090145,MANU123,16.32,2020-11-10,2020-11-16,5,5,21.87,MATS,27209.77,USD,124TeTem53EG
11090145,MANU123,73.95,2020-11-10,2020-11-16,5,5,99.09,MATS,27209.77,USD,124BlPVCHEBV
11090145,MANU123,21.95,2020-11-10,2020-11-16,25,25,29.41,MATS,27209.77,USD,128HarPol19ER
11090145,MANU123,18.65,2020-11-10,2020-11-16,15,15,24.99,MATS,27209.77,USD,128HarPol0ERA
11090145,MANU123,21.32,2020-11-10,2020-11-16,15,15,28.57,MATS,27209.77,USD,129HarPVC20LV
11090145,MANU123,14.33,2020-11-10,2020-11-16,25,25,19.2,MATS,27209.77,USD,311AntPVC26EV
11090145,MANU123,24.36,2020-11-10,2020-11-16,15,15,32.64,MATS,27209.77,USD,311AntPVC26EV
11090145,MANU123,20.05,2020-11-10,2020-11-16,5,5,26.87,MATS,27209.77,USD,319AntPVC26LV
11090145,MANU123,16.75,2020-11-10,2020-11-16,20,20,22.45,MATS,27209.77,USD,ECORecRec48EP
11090145,MANU123,17.22,2020-11-10,2020-11-16,5,5,23.07,MATS,27209.77,USD,ECORecRec48EP
11090145,MANU123,19.68,2020-11-10,2020-11-16,35,35,26.37,MATS,27209.77,USD,ECORecRec48LP
11090145,MANU123,28.83,2020-11-10,2020-11-16,65,65,38.63,MATS,27209.77,USD,ECORecRec60EP
11090145,MANU123,32.16,2020-11-10,2020-11-16,35,35,43.09,MATS,27209.77,USD,ECOEvRec48EP
11090145,MANU123,22.05,2020-11-10,2020-11-16,35,35,29.55,MATS,27209.77,USD,ECOEvRec60EP
11090145,MANU123,24.72,2020-11-10,2020-11-16,25,25,33.12,MATS,27209.77,USD,FBDBlDes36BV
11090145,MANU123,4.29,2020-11-10,2020-11-16,10,10,5.75,DESK,27209.77,USD,FBUMatAnt436B
11090145,MANU123,12.22,2020-11-10,2020-11-16,10,10,16.37,MATS,27209.77,USD,FBUMatAnt660B
11090145,MANU123,19.69,2020-11-10,2020-11-16,5,5,26.38,MATS,27209.77,USD,FCAAnAnt24BK
11090145,MANU123,68.26,2020-11-10,2020-11-16,2,2,91.47,MATS,27209.77,USD,FCAAnAnt24BK
11090145,MANU123,61.34,2020-11-10,2020-11-16,2,2,82.2,MATS,27209.77,USD,FCAAnAnt24BK
11090145,MANU123,26.86,2020-11-10,2020-11-16,1,1,35.99,MATS,27209.77,USD,FCAAnAnt24BK
11090145,MANU123,14.98,2020-11-10,2020-11-16,30,30,20.07,MATS,27209.77,USD,FCAAnAnt24GY
11090145,MANU123,14.98,2020-11-10,2020-11-16,10,10,20.07,MATS,27209.77,USD,FCAAnAnt32BK
11090145,MANU123,13.88,2020-11-10,2020-11-16,5,5,18.6,MATS,27209.77,USD,FCAAnAnt32BK
11090145,MANU123,19.4,2020-11-10,2020-11-16,20,20,26,MATS,27209.77,USD,FCAAntAnt2XBK
11090145,MANU123,50.18,2020-11-10,2020-11-16,5,5,67.24,MATS,27209.77,USD,FCDTeDes924G
11090145,MANU123,21.66,2020-11-10,2020-11-16,5,5,29.02,MATS,27209.77,USD,FCDTeDes924G
11090145,MANU123,12.29,2020-11-10,2020-11-16,10,10,16.47,DESK,27209.77,USD,FCVTeTem14WG
11090145,MANU123,17.94,2020-11-10,2020-11-16,10,10,24.04,DESK,27209.77,USD,FCVTeTem23WG
11090145,MANU123,7.65,2020-11-10,2020-11-16,20,20,10.25,PRES,27209.77,USD,FCVTeTem23WG
11090145,MANU123,17.02,2020-11-10,2020-11-16,65,65,22.81,PRES,27209.77,USD,FCVPoPor836A
11090145,MANU123,31.36,2020-11-10,2020-11-16,15,15,42.02,PRES,27209.77,USD,FDCAdvEnt36CH
11090145,MANU123,9.42,2020-11-10,2020-11-16,5,5,12.62,MATS,27209.77,USD,FOCOcAnt432B
11090145,MANU123,18.32,2020-11-10,2020-11-16,5,5,24.55,MATS,27209.77,USD,FPDBlDes24BV
11090145,MANU123,27.59,2020-11-10,2020-11-16,10,10,36.97,MATS,27209.77,USD,FPDCrDes24CV
11090145,MANU123,16.11,2020-11-10,2020-11-16,5,5,21.59,MATS,27209.77,USD,FPD19Des924P
11090145,MANU123,96.84,2020-11-10,2020-11-16,3,3,129.77,MATS,27209.77,USD,FICInAnt60BY
700552,MANU456,19.4,2020-11-11,2020-11-25,1,1,19.4,MATS,1315.2,,FNEWiEnt72CH
700552,MANU456,77.59,2020-11-11,2020-11-25,1,1,77.59,MATS,1315.2,,FNEWiEnt72CH
700554,MANU456,27.68,2020-11-13,2020-11-30,3,3,37.09,MATS,3119.17,USD,FLIPEnt648B
700557,MANU456,76.44,2020-11-17,2020-11-25,10,10,76.44,MATS,1520.59,,FMTPrEnt239B
700557,MANU456,54.97,2020-11-17,2020-11-25,3,3,54.97,MATS,1520.59,,FMTPrEnt672B
700557,MANU456,77.59,2020-11-17,2020-11-25,1,1,77.59,MATS,1520.59,,FNEWiEnt72CH
11090154,MANU123,34.54,2020-11-19,2020-11-30,15,15,46.28,MATS,13284.93,USD,111MedPol23ER
11090154,MANU123,31.89,2020-11-19,2020-11-30,10,10,42.73,MATS,13284.93,USD,111MedPol23LR
11090154,MANU123,54.99,2020-11-19,2020-11-30,2,2,73.69,MATS,13284.93,USD,111AllPol23ER
11090154,MANU123,69.79,2020-11-19,2020-11-30,1,1,93.52,MATS,13284.93,USD,111AllPol23ER
11090154,MANU123,99.94,2020-11-19,2020-11-30,1,1,133.92,MATS,13284.93,USD,111MedPol23ER
11090154,MANU123,38.24,2020-11-19,2020-11-30,10,10,51.24,MATS,13284.93,USD,111MedPol23ER
11090154,MANU123,50.67,2020-11-19,2020-11-30,5,5,67.9,MATS,13284.93,USD,112MedPol23ER
11090154,MANU123,81.4,2020-11-19,2020-11-30,1,1,109.08,MATS,13284.93,USD,113LowPVC25LV
11090154,MANU123,13.9,2020-11-19,2020-11-30,5,5,18.63,MATS,13284.93,USD,114BlPVCLEBV
11090154,MANU123,21.95,2020-11-19,2020-11-30,5,5,29.41,MATS,13284.93,USD,118MedPol23ER
11090154,MANU123,27.65,2020-11-19,2020-11-30,10,10,37.05,MATS,13284.93,USD,118DeePol27ER
11090154,MANU123,13.21,2020-11-19,2020-11-30,50,50,17.7,MATS,13284.93,USD,119LowPVC25LV
11090154,MANU123,18.55,2020-11-19,2020-11-30,5,5,24.86,MATS,13284.93,USD,121HarPol19ER
11090154,MANU123,29.62,2020-11-19,2020-11-30,50,50,39.69,MATS,13284.93,USD,121HFPol0ERA
11090154,MANU123,39.42,2020-11-19,2020-11-30,3,3,52.82,MATS,13284.93,USD,121HFPol19ER
11090154,MANU123,49.19,2020-11-19,2020-11-30,2,2,65.91,MATS,13284.93,USD,121HarPol19ER
11090154,MANU123,27.8,2020-11-19,2020-11-30,5,5,37.25,MATS,13284.93,USD,122PolPol19ER
11090154,MANU123,56.94,2020-11-19,2020-11-30,1,1,76.3,MATS,13284.93,USD,123HarPVC20LV
11090154,MANU123,18.85,2020-11-19,2020-11-30,10,10,25.26,MATS,13284.93,USD,128HarPol19ER
11090154,MANU123,21.95,2020-11-19,2020-11-30,5,5,29.41,MATS,13284.93,USD,128HarPol19ER
11090154,MANU123,18.65,2020-11-19,2020-11-30,15,15,24.99,MATS,13284.93,USD,128HarPol0ERA
11090154,MANU123,21.32,2020-11-19,2020-11-30,10,10,28.57,MATS,13284.93,USD,128HarPol0ERA
11090154,MANU123,14.33,2020-11-19,2020-11-30,125,125,19.2,MATS,13284.93,USD,311AntPVC26EV
11090154,MANU123,24.36,2020-11-19,2020-11-30,5,5,32.64,MATS,13284.93,USD,311AntPVC26EV
11090154,MANU123,17.22,2020-11-19,2020-11-30,5,5,23.07,MATS,13284.93,USD,ECORecRec48EP
11090154,MANU123,19.68,2020-11-19,2020-11-30,25,25,26.37,MATS,13284.93,USD,ECORecRec48LP
11090154,MANU123,19.68,2020-11-19,2020-11-30,5,5,26.37,MATS,13284.93,USD,ECORecRec51LP
11090154,MANU123,28.83,2020-11-19,2020-11-30,10,10,38.63,MATS,13284.93,USD,ECORecRec51LP
